,name,ins_id,ticker,isin,instrument_type,market,country,sector,branch
495,Finnair,717,FIA1S,FI0009003230,Aktie,Mid Cap,Finland,Industri,Flygtransport
496,WithSecure,719,WITH,FI4000519228,Aktie,Mid Cap,Finland,Informationsteknik,Säkerhet & Bevakning
497,Lassila & Tikanoja,720,LAT1V,FI0009010854,Aktie,Mid Cap,Finland,Industri,Energi & Återvinning
498,HKScan,722,HKSAV,FI0009006308,Aktie,Mid Cap,Finland,Dagligvaror,Livsmedel
499,Metsä Board B,723,METSB,FI0009000665,Aktie,Large Cap,Finland,Material,Skogsbolag
500,Olvi,724,OLVAS,FI0009900401,Aktie,Mid Cap,Finland,Dagligvaror,Bryggeri
501,Ponsse 1,726,PON1V,FI0009005078,Aktie,Mid Cap,Finland,Industri,Industrimaskiner
502,Raisio K,728,RAIKV,FI0009800395,Aktie,Prelist,Finland,Dagligvaror,Livsmedel
503,Rapala,729,RAP1V,FI0009007355,Aktie,Mid Cap,Finland,Sällanköpsvaror,Fritid & Sport
504,SRV Group,731,SRV1V,FI4000523675,Aktie,Small Cap,Finland,Industri,Byggnation & Infrastruktur
505,Stockmann,732,STOCKA,FI0009000251,Aktie,Mid Cap,Finland,Sällanköpsvaror,Detaljhandel
506,Uponor,735,UPONOR,FI0009002158,Aktie,Large Cap,Finland,Industri,Installation & VVS
507,Vaisala,736,VAIAS,FI0009900682,Aktie,Large Cap,Finland,Industri,Mätning & Analys
508,Viking Line,737,VIK1V,FI0009005250,Aktie,Mid Cap,Finland,Industri,Sjöfart & Rederi
509,Pandox,738,PNDX B,SE0007100359,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
510,Alimak,739,ALIG,SE0007158910,Aktie,Mid Cap,Sverige,Industri,Installation & VVS
511,Collector Bank,740,COLL,SE0017831795,Aktie,Mid Cap,Sverige,Finans & Fastighet,Kredit & Finansiering
512,Coor Service Management,741,COOR,SE0007158829,Aktie,Mid Cap,Sverige,Industri,Stödtjänster & Service
513,Hoist Finance,742,HOFI,SE0006887063,Aktie,Mid Cap,Sverige,Finans & Fastighet,Kredit & Finansiering
514,Tobii,745,TOBII,SE0002591420,Aktie,Mid Cap,Sverige,Informationsteknik,Biometri
515,Troax Group,746,TROAX,SE0012729366,Aktie,Large Cap,Sverige,Industri,Installation & VVS
516,Cantargia,748,CANTA,SE0006371126,Aktie,Small Cap,Sverige,Hälsovård,Biotech
517,Corline Biomedical,749,CLBIO,SE0006887451,Aktie,First North,Sverige,Hälsovård,Läkemedel
518,Evolution,750,EVO,SE0012673267,Aktie,Large Cap,Sverige,Sällanköpsvaror,Betting & Casino
519,Gaming Corps,751,GCOR,SE0014694691,Aktie,First North,Sverige,Sällanköpsvaror,Gaming & Spel
520,Heimstaden Pref,752,HEIM PREF,SE0015949037,Pref,First North,Sverige,Finans & Fastighet,Fastighetsbolag
521,Inission,754,INISS B,SE0016275069,Aktie,First North,Sverige,Informationsteknik,Elektronisk Utrustning
522,Kontigo Care,755,KONT,SE0007075247,Aktie,First North,Sverige,Hälsovård,Hälsovård & Hjälpmedel
523,Nilörngruppen,758,NIL B,SE0007100342,Aktie,Small Cap,Sverige,Material,Förpackning
524,Pegroco Invest Pref,759,PEGRO PREF,SE0007100540,Pref,First North,Sverige,Finans & Fastighet,Investmentbolag
525,Studentbostäder,760,STUDBO,SE0015657697,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
526,Meriaura,761,MERIS,FI4000425848,Aktie,First North,Sverige,Kraftförsörjning,Solkraft
527,Scibase,762,SCIB,SE0007045414,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
528,SolTech Energy,763,SOLT,SE0005392537,Aktie,First North,Sverige,Kraftförsörjning,Solkraft
529,Spiffbet,764,SPIFF,SE0006913497,Aktie,First North,Sverige,Sällanköpsvaror,Betting & Casino
530,SpectrumOne,765,SPEONE,SE0006994448,Aktie,First North,Sverige,Sällanköpsvaror,Marknadsföring
531,SaltX Technology,766,SALT B,SE0005308541,Aktie,First North,Sverige,Kraftförsörjning,Förnybarenergi
532,Aptahem,767,APTA,SE0006543450,Aktie,Spotlight,Sverige,Hälsovård,Biotech
533,Cline Scientific,768,CLINE B,SE0006758231,Aktie,First North,Sverige,Hälsovård,Biotech
534,CombiGene,769,COMBI,SE0016101935,Aktie,First North,Sverige,Hälsovård,Biotech
535,Idogen,770,IDOGEN,SE0014428561,Aktie,First North,Sverige,Hälsovård,Biotech
536,Nanexa,771,NANEXA,SE0007074166,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
537,Eurobattery Minerals,772,BAT,SE0012481570,Aktie,NGM,Sverige,Material,Gruv - Prospekt & Drift
538,Pharmacolog,773,PHLOG B,SE0019071812,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
539,Redsense Medical,774,REDS,SE0006965158,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
540,Transtema,775,TRANS,SE0006758587,Aktie,Small Cap,Sverige,Telekommunikation,Telekomtjänster
541,Vibrosense Dynamics,776,VSD B,SE0006852125,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
542,Bonäsudden,779,BONAS,SE0007157953,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
543,Link Prop,781,LINKAB,SE0006993804,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
544,Enento,782,ENENTO,FI4000123195,Aktie,Mid Cap,Finland,Industri,Mätning & Analys
545,Pihlajalinna,783,PIHLIS,FI4000092556,Aktie,Mid Cap,Finland,Hälsovård,Sjukhus & Vårdhem
546,Insplorion,784,INSP,SE0006994943,Aktie,First North,Sverige,Industri,Mätning & Analys
547,SpectraCure,785,SPEC,SE0007158118,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
548,Endomines Finland,786,PAMPALO,FI4000508023,Aktie,Small Cap,Finland,Material,Gruv - Guld & Silver
549,Sotkamo Silver,787,SOSI1,SE0001057910,Aktie,Small Cap,Finland,Material,Gruv - Guld & Silver
550,Saga Furs,788,SAGCV,FI0009800551,Aktie,Small Cap,Finland,Sällanköpsvaror,Kläder & Skor
551,Reka Industrial,789,REKA,FI0009800296,Aktie,Small Cap,Finland,Industri,Industrikomponenter
552,Valoe,791,VALOE,FI0009006951,Aktie,Small Cap,Finland,Kraftförsörjning,Solkraft
553,Apetit,792,APETIT,FI0009003503,Aktie,Small Cap,Finland,Dagligvaror,Livsmedel
554,Afarak,793,AFAGR,FI0009800098,Aktie,Small Cap,Finland,Material,Gruv - Industrimetaller
555,Aspocomp,794,ACG1V,FI0009008080,Aktie,Small Cap,Finland,Informationsteknik,Elektronik & Tillverkning
556,CapMan,796,CAPMAN,FI0009009377,Aktie,Mid Cap,Finland,Finans & Fastighet,Investmentbolag
557,Componenta,797,CTH1V,FI4000476783,Aktie,Small Cap,Finland,Industri,Industrikomponenter
558,Digia,799,DIGIA,FI0009007983,Aktie,Mid Cap,Finland,Informationsteknik,IT-Konsulter
559,Dovre,800,DOV1V,FI0009008098,Aktie,Small Cap,Finland,Industri,Affärskonsulter
560,eQ Oyj,802,EQV1V,FI0009009617,Aktie,Mid Cap,Finland,Finans & Fastighet,Kapitalförvaltning
561,Etteplan,803,ETTE,FI0009008650,Aktie,Mid Cap,Finland,Industri,Affärskonsulter
562,Suominen,804,SUY1V,FI0009010862,Aktie,Mid Cap,Finland,Dagligvaror,Hygienprodukter
563,Solteq,807,SOLTEQ,FI0009007991,Aktie,Small Cap,Finland,Informationsteknik,IT-Konsulter
564,Exel Composites,808,EXL1V,FI0009007306,Aktie,Small Cap,Finland,Industri,Industrikomponenter
565,Glaston,809,GLA1V,FI4000369657,Aktie,Small Cap,Finland,Industri,Byggmaterial
566,Innofactor,810,IFA1V,FI0009007637,Aktie,Small Cap,Finland,Informationsteknik,Affärs- & IT-System
567,SSH Communications,812,SSH1V,FI0009008270,Aktie,Small Cap,Finland,Informationsteknik,Säkerhet & Bevakning
568,Ålandsbanken B,813,ALBBV,FI0009001127,Aktie,Mid Cap,Finland,Finans & Fastighet,Banker
569,Raute,814,RAUTE,FI0009004741,Aktie,Small Cap,Finland,Industri,Industrimaskiner
570,Biohit,815,BIOBV,FI0009005482,Aktie,Small Cap,Finland,Hälsovård,Hälsovård & Hjälpmedel
571,QPR Software,816,QPR1V,FI0009008668,Aktie,Small Cap,Finland,Informationsteknik,Affärs- & IT-System
572,Elecster,817,ELEAV,FI0009900658,Aktie,Small Cap,Finland,Industri,Industrimaskiner
573,Honkarakenne,819,HONBS,FI0009900104,Aktie,Small Cap,Finland,Industri,Bostadsbyggnation
574,Ilkka 2,820,ILKKA2,FI0009800205,Aktie,Small Cap,Finland,Sällanköpsvaror,Media & Publicering
575,Incap,821,ICP1V,FI0009006407,Aktie,Mid Cap,Finland,Industri,Industrimaskiner
576,Digitalist Group,822,DIGIGR,FI0009008007,Aktie,Small Cap,Finland,Informationsteknik,IT-Konsulter
577,Ovaro Kiinteistösijoitus,823,OVARO,FI4000349113,Aktie,Small Cap,Finland,Finans & Fastighet,Fastighet - REIT
578,Marimekko,824,MEKKO,FI0009007660,Aktie,Mid Cap,Finland,Sällanköpsvaror,Kläder & Skor
579,Martela,825,MARAS,FI0009900385,Aktie,Small Cap,Finland,Industri,Bygginredning
580,Nurminen Logistics,826,NLG1V,FI0009900187,Aktie,Small Cap,Finland,Industri,Tåg- & Lastbilstransport
581,Keskisuomalainen,827,KSLAV,FI0009007546,Aktie,Small Cap,Finland,Sällanköpsvaror,Media & Publicering
582,Kesla,828,KELAS,FI0009900237,Aktie,Small Cap,Finland,Industri,Industrimaskiner
583,PunaMusta Media,829,PUMU,FI0009900468,Aktie,Small Cap,Finland,Sällanköpsvaror,Media & Publicering
584,Revenio,830,REG1V,FI0009010912,Aktie,Large Cap,Finland,Hälsovård,Medicinsk Utrustning
585,KH Group,831,KHG,FI0009008924,Aktie,Small Cap,Finland,Finans & Fastighet,Investmentbolag
586,Wetteri,832,WETTERI,FI0009012793,Aktie,Small Cap,Finland,Industri,Utbildning
587,Investors House,833,INVEST,FI0009900559,Aktie,Small Cap,Finland,Finans & Fastighet,Fastighetsbolag
588,Trainers House,836,TRH1V,FI4000519202,Aktie,Small Cap,Finland,Industri,Utbildning
589,Boreo,838,BOREO,FI0009900724,Aktie,Small Cap,Finland,Industri,Elektroniska komponenter
590,NoHo Partners,839,NOHO,FI4000064332,Aktie,Mid Cap,Finland,Sällanköpsvaror,Restaurang & Café
591,Panostaja,840,PNA1V,FI0009800379,Aktie,Small Cap,Finland,Finans & Fastighet,Investmentbolag
592,Scanfil,841,SCANFL,FI4000029905,Aktie,Mid Cap,Finland,Informationsteknik,Elektronik & Tillverkning
593,Tecnotree,842,TEM1V,FI0009010227,Aktie,Mid Cap,Finland,Informationsteknik,Affärs- & IT-System
594,Teleste,843,TLT1V,FI0009007728,Aktie,Small Cap,Finland,Informationsteknik,Kommunikation
595,Tulikivi,844,TULAV,FI0009900583,Aktie,Small Cap,Finland,Sällanköpsvaror,Möbler & Inredning
596,Wulff-Yhtiöt,845,WUF1V,FI0009008452,Aktie,Small Cap,Finland,Industri,Bygginredning
597,OMX Copenhagen 20,846,OMXC20,DK0016268840,Index GI,Index,Danmark,N/A,N/A
598,OMX Copenhagen 20 GI,847,OMXC20GI,DK0060369296,Index GI,Index,Danmark,N/A,N/A
599,OMX Copenhagen PI,848,OMXCPI,DK0060488385,Index,Index,Danmark,N/A,N/A
600,OMX Copenhagen GI,849,OMXCGI,DK0060488112,Index GI,Index,Danmark,N/A,N/A
601,OMX Large Cap,850,OMXCLCPI,SE0001776659,Index GI,Index,Danmark,N/A,N/A
602,OMX Mid Cap,851,OMXCMCPI,SE0001776675,Index GI,Index,Danmark,N/A,N/A
603,OMX Small Cap,852,OMXCSCPI,SE0001776691,Index GI,Index,Danmark,N/A,N/A
604,OMXC Oil&Gas,853,CX0001PI,DK0060380269,SectorIndex,Index,Danmark,N/A,N/A
605,OMXC Industrial,854,CX2000PI,DK0060381580,SectorIndex,Index,Danmark,N/A,N/A
606,OMXC Goods,855,CX3000PI,DK0060382554,SectorIndex,Index,Danmark,N/A,N/A
607,OMXC Health,856,CX4000PI,DK0060384410,SectorIndex,Index,Danmark,N/A,N/A
608,OMXC Sercives,857,CX5000PI,DK0060384923,SectorIndex,Index,Danmark,N/A,N/A
609,OMXC Telecom,858,CX6000PI,DK0060385730,SectorIndex,Index,Danmark,N/A,N/A
610,OMXC Utilities,859,CX7000PI,DK0060386381,SectorIndex,Index,Danmark,N/A,N/A
611,OMXC Financials,860,CX8000PI,DK0060386704,SectorIndex,Index,Danmark,N/A,N/A
612,OMXC Technology,861,CX9000PI,DK0060388080,SectorIndex,Index,Danmark,N/A,N/A
613,OSEBX Oslo,862,OSEBX,NO0007035327,Index,Index,Norge,N/A,N/A
614,OBX Oslo,863,OBX,NO0000000021,Index,Index,Norge,N/A,N/A
615,OB Oslo All,864,OSEAX,NO0007033900,Index GI,Index,Norge,N/A,N/A
616,OB Axess All,865,OAAX,NO0007035384,Index GI,Index,Norge,N/A,N/A
617,OB Oslo Oil&Gas,866,OSE10GI,NO0007033991,SectorIndex,Index,Norge,N/A,N/A
618,OB Oslo Industrial,867,OSE20GI,NO0007034015,SectorIndex,Index,Norge,N/A,N/A
619,OB Oslo Staples,868,OSE30GI,NO0007034031,SectorIndex,Index,Norge,N/A,N/A
620,OB Oslo Health,869,OSE35GI,NO0007034049,SectorIndex,Index,Norge,N/A,N/A
621,OB Oslo Consumer,870,OSE25GI,NO0007034023,SectorIndex,Index,Norge,N/A,N/A
622,OB Oslo Utilities,871,OSE55GI,NO0007034114,SectorIndex,Index,Norge,N/A,N/A
623,OB Oslo Financials,872,OSE40GI,NO0007034080,SectorIndex,Index,Norge,N/A,N/A
624,OB Oslo Technology,873,OSE45GI,NO0007034098,SectorIndex,Index,Norge,N/A,N/A
625,VEF,874,VEFAB,SE0016128151,Aktie,Mid Cap,Sverige,Finans & Fastighet,Investmentbolag
626,Double Bond Pharma,876,DBP B,SE0007185525,Aktie,Spotlight,Sverige,Hälsovård,Biotech
627,Hybricon,877,HYCO,SE0015345897,Aktie,Spotlight,Sverige,Industri,Tåg- & Lastbilstransport
628,Swemet,880,SWEM B,SE0006886917,Aktie,NGM,Sverige,Industri,Elektroniska komponenter
629,Footway Pref,882,FOOT PREF,SE0007186176,Pref,First North,Sverige,Sällanköpsvaror,Kläder & Skor
630,Aker Solutions,884,AKSO,NO0010716582,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
631,BW LPG,885,BWLPG,BMG173841013,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Transport
632,Aker BP,886,AKRBP,NO0010345853,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Exploatering
633,DNB Bank,887,DNB,NO0010161896,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
634,DNO,888,DNO,NO0003921009,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Exploatering
635,A.P. Moller Maersk B,889,MAERSK B,DK0010244508,Aktie,Large Cap,Danmark,Industri,Sjöfart & Rederi
636,Carlsberg B,890,CARL B,DK0010181759,Aktie,Large Cap,Danmark,Dagligvaror,Bryggeri
637,Chr Hansen,891,CHR,DK0060227585,Aktie,Large Cap,Danmark,Dagligvaror,Livsmedel
638,Coloplast,892,COLO B,DK0060448595,Aktie,Large Cap,Danmark,Hälsovård,Medicinsk Utrustning
639,Danske Bank,893,DANSKE,DK0010274414,Aktie,Large Cap,Danmark,Finans & Fastighet,Banker
640,Frontline,895,FRO,CY0200352116,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Transport
641,Gjensidige Forsikring,896,GJF,NO0010582521,Aktie,Oslo Bors,Norge,Finans & Fastighet,Försäkring
642,Mowi,897,MOWI,NO0003054108,Aktie,Oslo Bors,Norge,Dagligvaror,Fiskodling
643,Nordic Semiconductor,898,NOD,NO0003055501,Aktie,Oslo Bors,Norge,Informationsteknik,Elektronik & Tillverkning
644,DSV,899,DSV,DK0060079531,Aktie,Large Cap,Danmark,Industri,Tåg- & Lastbilstransport
645,FLSmidth & Co.,900,FLS,DK0010234467,Aktie,Large Cap,Danmark,Industri,Byggmaterial
646,Genmab,902,GMAB,DK0010272202,Aktie,Large Cap,Danmark,Hälsovård,Biotech
647,GN Store Nord,903,GN,DK0010272632,Aktie,Large Cap,Danmark,Hälsovård,Medicinsk Utrustning
648,Equinor,904,EQNR,NO0010096985,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Försäljning
649,Novo Nordisk,906,NOVO B,DK0060534915,Aktie,Large Cap,Danmark,Hälsovård,Läkemedel
650,Vimab Group,907,VIMAB,SE0007439633,Aktie,First North,Sverige,Industri,Affärskonsulter
651,Sinch,908,SINCH,SE0016101844,Aktie,Large Cap,Sverige,Informationsteknik,Kommunikation
652,Bravida,909,BRAV,SE0007491303,Aktie,Large Cap,Sverige,Industri,Installation & VVS
653,Dometic,910,DOM,SE0007691613,Aktie,Large Cap,Sverige,Sällanköpsvaror,Bil & Motor
654,Klaria Pharma,911,KLAR,SE0007280326,Aktie,First North,Sverige,Hälsovård,Biotech
655,Minesto,913,MINEST,SE0007578141,Aktie,First North,Sverige,Kraftförsörjning,Förnybarenergi
656,Photocat,914,PCAT,DK0060668796,Aktie,First North,Sverige,Industri,Installation & VVS
657,Waystream,915,WAYS,SE0007577077,Aktie,First North,Sverige,Informationsteknik,Kommunikation
658,Alzinova,916,ALZ,SE0007413455,Aktie,First North,Sverige,Hälsovård,Biotech
659,Hamlet Pharma,917,HAMLET B,SE0015661152,Aktie,Spotlight,Sverige,Hälsovård,Biotech
660,Nanologica,918,NICA,SE0005454873,Aktie,Small Cap,Sverige,Hälsovård,Biotech
661,PExA,919,PEXA B,SE0007412374,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
662,Attendo,920,ATT,SE0007666110,Aktie,Mid Cap,Sverige,Hälsovård,Sjukhus & Vårdhem
663,Camurus,921,CAMX,SE0007692850,Aktie,Mid Cap,Sverige,Hälsovård,Läkemedel
664,Scandic Hotels,922,SHOT,SE0007640156,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Hotell & Camping
665,Immunovia,924,IMMNOV,SE0006091997,Aktie,Small Cap,Sverige,Hälsovård,Medicinsk Utrustning
666,Nilsson Special Vehicles,925,NILS,SE0007702949,Aktie,First North,Sverige,Sällanköpsvaror,Bil & Motor
667,Stillfront,926,SF,SE0015346135,Aktie,Large Cap,Sverige,Sällanköpsvaror,Gaming & Spel
668,Vicore Pharma,928,VICO,SE0007577895,Aktie,Small Cap,Sverige,Hälsovård,Läkemedel
669,Zenergy,929,ZENZIP B,SE0010413658,Aktie,Spotlight,Sverige,Industri,Bostadsbyggnation
670,Alisa Pankki,930,ALISA,FI4000170915,Aktie,Small Cap,Finland,Finans & Fastighet,Nischbanker
671,Consti,931,CONSTI,FI4000178256,Aktie,Small Cap,Finland,Industri,Byggnation & Infrastruktur
672,IMINT,934,IMINT,SE0007692124,Aktie,Spotlight,Sverige,Informationsteknik,Affärs- & IT-System
673,Toleranzia,935,TOL,SE0007438577,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
674,Prebona,936,PREBON,SE0007692884,Aktie,Spotlight,Sverige,Hälsovård,Läkemedel
675,Implementa Sol,938,IMSOL B,SE0000689978,Aktie,NGM,Sverige,Kraftförsörjning,Solkraft
676,Pandora,939,PNDORA,DK0060252690,Aktie,Large Cap,Danmark,Sällanköpsvaror,Accessoarer
677,Vestas Wind Systems,940,VWS,DK0061539921,Aktie,Large Cap,Danmark,Kraftförsörjning,Vindkraft
678,Royal UNIBREW,941,RBREW,DK0060634707,Aktie,Large Cap,Danmark,Dagligvaror,Bryggeri
679,H. Lundbeck B,942,HLUN B,DK0061804770,Aktie,Large Cap,Danmark,Hälsovård,Läkemedel
680,Nordea Bank,943,NDA DK,FI4000297767,Aktie,Large Cap,Danmark,Finans & Fastighet,Banker
681,Orkla,944,ORK,NO0003733800,Aktie,Oslo Bors,Norge,Dagligvaror,Livsmedel
682,Yara International,945,YAR,NO0010208051,Aktie,Oslo Bors,Norge,Material,Kemikalier
683,ISS,946,ISS,DK0060542181,Aktie,Large Cap,Danmark,Industri,Stödtjänster & Service
684,Jyske Bank,947,JYSK,DK0010307958,Aktie,Large Cap,Danmark,Finans & Fastighet,Banker
685,Kobenhavns Lufthavne,948,KBHL,DK0010201102,Aktie,Large Cap,Danmark,Industri,Flygtransport
686,Novozymes,949,NZYM B,DK0060336014,Aktie,Large Cap,Danmark,Material,Kemikalier
687,Rockwool B,951,ROCK B,DK0010219153,Aktie,Large Cap,Danmark,Industri,Byggmaterial
688,Sydbank,952,SYDB,DK0010311471,Aktie,Large Cap,Danmark,Finans & Fastighet,Banker
689,Topdanmark,954,TOP,DK0060477503,Aktie,Large Cap,Danmark,Finans & Fastighet,Försäkring
690,Tryg,955,TRYG,DK0060636678,Aktie,Large Cap,Danmark,Finans & Fastighet,Försäkring
691,Demant,956,DEMANT,DK0060738599,Aktie,Large Cap,Danmark,Hälsovård,Medicinsk Utrustning
692,Norsk Hydro,957,NHY,NO0005052605,Aktie,Oslo Bors,Norge,Material,Gruv - Industrimetaller
693,Norwegian Air Shuttle,958,NAS,NO0010196140,Aktie,Oslo Bors,Norge,Industri,Flygtransport
694,Otello,959,OTEC,NO0010040611,Aktie,Oslo Bors,Norge,Informationsteknik,Internettjänster
695,PGS,960,PGS,NO0010199151,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
696,REC Silicon,961,RECSI,NO0010112675,Aktie,Oslo Bors,Norge,Kraftförsörjning,Solkraft
697,Schibsted A,962,SCHA,NO0003028904,Aktie,Oslo Bors,Norge,Sällanköpsvaror,Media & Publicering
698,Seadrill,963,SDRL,BMG7997W1029,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Borrning
699,Storebrand,964,STB,NO0003053605,Aktie,Oslo Bors,Norge,Finans & Fastighet,Försäkring
700,Subsea7,965,SUBC,LU0075646355,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
701,Telenor,966,TEL,NO0010063308,Aktie,Oslo Bors,Norge,Telekommunikation,Bredband & Telefoni
702,TGS,967,TGS,NO0003078800,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
703,Avance Gas,968,AGAS,BMG067231032,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Transport
704,Bakkafrost,969,BAKKA,FO0000000179,Aktie,Oslo Bors,Norge,Dagligvaror,Fiskodling
705,FastOut Int,971,FOUT,SE0007525738,Aktie,NGM,Sverige,Informationsteknik,Affärs- & IT-System
706,NEXT Biometrics,973,NEXT,NO0010629108,Aktie,Oslo Bors,Norge,Informationsteknik,Biometri
707,Zalaris,974,ZAL,NO0010708910,Aktie,Oslo Bors,Norge,Informationsteknik,Affärs- & IT-System
708,Medistim,976,MEDI,NO0010159684,Aktie,Oslo Bors,Norge,Hälsovård,Medicinsk Utrustning
709,Matas,977,MATAS,DK0060497295,Aktie,Mid Cap,Danmark,Dagligvaror,Hygienprodukter
710,FirstFarms,978,FFARMS,DK0060056166,Aktie,Small Cap,Danmark,Dagligvaror,Jordbruk
711,Detection,982,DETEC,FI4000115464,Aktie,First North,Finland,Hälsovård,Medicinsk Utrustning
712,Xbrane Biopharma,983,XBRANE,SE0007789409,Aktie,Mid Cap,Sverige,Hälsovård,Biotech
713,Catena Media,984,CTM,MT0001000109,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Betting & Casino
714,Sjöstrand Coffee,985,SCC B,SE0007897764,Aktie,Spotlight,Sverige,Sällanköpsvaror,Hemelektronik
715,Invent Medic,986,IMS,SE0007603402,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
716,Eagle Filters,988,EAGLE,FI4000092523,Aktie,First North,Finland,Finans & Fastighet,Investmentbolag
717,Herantis Pharma,991,HRTIS,FI4000087861,Aktie,First North,Finland,Hälsovård,Biotech
718,Nexstim,992,NXTMH,FI4000506811,Aktie,First North,Finland,Hälsovård,Medicinsk Utrustning
719,Nixu,993,NIXU,FI0009008387,Aktie,Small Cap,Finland,Informationsteknik,Säkerhet & Bevakning
720,Piippo,994,PIIPPO,FI4000123070,Aktie,First North,Finland,Material,Förpackning
721,Robit,995,ROBIT,FI4000150016,Aktie,Small Cap,Finland,Industri,Industrikomponenter
722,Meriaura,996,MERIH,FI4000425848,Aktie,First North,Finland,Kraftförsörjning,Solkraft
723,Siili Solutions,997,SIILI,FI4000043435,Aktie,Small Cap,Finland,Informationsteknik,Affärs- & IT-System
724,Taaleri,998,TAALA,FI4000062195,Aktie,Mid Cap,Finland,Finans & Fastighet,Kapitalförvaltning
725,Talenom,999,TNOM,FI4000153580,Aktie,Mid Cap,Finland,Industri,Affärskonsulter
726,United Bankers,1000,UNITED,FI4000081427,Aktie,Small Cap,Finland,Finans & Fastighet,Kapitalförvaltning
727,Verkkokauppa.com,1001,VERK,FI4000049812,Aktie,Mid Cap,Finland,Sällanköpsvaror,Detaljhandel
728,XXL,1002,XXL,NO0010716863,Aktie,Oslo Bors,Norge,Sällanköpsvaror,Detaljhandel
729,Bonheur,1006,BONHR,NO0003110603,Aktie,Oslo Bors,Norge,Kraftförsörjning,Vindkraft
730,Protector,1007,PROT,NO0010209331,Aktie,Oslo Bors,Norge,Finans & Fastighet,Försäkring
731,Ensurge Micropower,1008,ENSU,NO0012450008,Aktie,Oslo Bors,Norge,Informationsteknik,Elektronik & Tillverkning
732,AF Gruppen,1009,AFG,NO0003078107,Aktie,Oslo Bors,Norge,Industri,Byggnation & Infrastruktur
733,Humana,1010,HUM,SE0008040653,Aktie,Mid Cap,Sverige,Hälsovård,Sjukhus & Vårdhem
734,Garo,1011,GARO,SE0015812417,Aktie,Mid Cap,Sverige,Industri,Elektroniska komponenter
735,DS Plattformen,1012,DSPAB B,SE0020203271,Aktie,NGM,Sverige,Finans & Fastighet,Investmentbolag
736,CHOSA Oncology,1013,CHOSA,SE0007784319,Aktie,Spotlight,Sverige,Hälsovård,Biotech
737,Polygiene,1014,POLYG,SE0007692157,Aktie,First North,Sverige,Sällanköpsvaror,Kläder & Skor
738,AddLife,1015,ALIF B,SE0014401378,Aktie,Large Cap,Sverige,Hälsovård,Biotech
739,StrongPoint,1020,STRO,NO0010098247,Aktie,Oslo Bors,Norge,Industri,Säkerhet
740,Atea,1021,ATEA,NO0004822503,Aktie,Oslo Bors,Norge,Informationsteknik,IT-Konsulter
741,Wallenius Wilhelmsen,1022,WAWI,NO0010571680,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
742,Stolt-Nielsen,1023,SNI,BMG850801025,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
743,Tomra Systems,1024,TOM,NO0012470089,Aktie,Oslo Bors,Norge,Industri,Energi & Återvinning
744,Veidekke,1025,VEI,NO0005806802,Aktie,Oslo Bors,Norge,Industri,Byggnation & Infrastruktur
745,Kongsberg Gruppen,1026,KOG,NO0003043309,Aktie,Oslo Bors,Norge,Industri,Militär & Försvar
746,SalMar,1027,SALM,NO0010310956,Aktie,Oslo Bors,Norge,Dagligvaror,Fiskodling
747,Napatech,1028,NAPA,DK0060520450,Aktie,Oslo Bors,Norge,Informationsteknik,Kommunikation
748,Bang & Olufsen,1029,BO,DK0010218429,Aktie,Mid Cap,Danmark,Sällanköpsvaror,Hemelektronik
749,Flugger,1031,FLUG B,DK0010218189,Aktie,Mid Cap,Danmark,Material,Kemikalier
750,Roblon,1032,RBLN B,DK0060485019,Aktie,Small Cap,Danmark,Material,Kemikalier
751,Xintela,1033,XINT,SE0007756903,Aktie,First North,Sverige,Hälsovård,Biotech
